FECHA (YYMMDD),HORA (HHMM),Registros validados,Registros preliminares,Registros no validados
140910,800,37,,
140910,900,27,,
140910,1000,23,,
140910,1100,18,,
140910,1200,12,,
140910,1300,6,,
140910,1400,24,,
140910,1500,4,,
140910,1600,13,,
140910,1700,91,,
140910,1800,140,,
140910,1900,370,,
140910,2000,302,,
140910,2100,337,,
140910,2200,333,,
140910,2300,79,,
140911,0,193,,
140911,100,172,,
140911,200,91,,
140911,300,71,,
140911,400,109,,
140911,500,89,,
140911,600,98,,
140911,700,124,,
140911,800,83,,
140911,900,23,,
140911,1000,9,,
140911,1100,12,,
140911,1200,10,,
140911,1300,7,,
140911,1400,4,,
140911,1500,4,,
140911,1600,11,,
140911,1700,11,,
140911,1800,31,,
140911,1900,72,,
140911,2000,70,,
140911,2100,108,,
140911,2200,105,,
140911,2300,104,,
140912,0,48,,
140912,100,28,,
140912,200,22,,
140912,300,11,,
140912,400,8,,
140912,500,48,,
140912,600,18,,
140912,700,16,,
140912,800,12,,
140912,900,21,,
140912,1000,23,,
140912,1100,10,,
140912,1200,6,,
140912,1300,4,,
140912,1400,4,,
140912,1500,8,,
140912,1600,7,,
140912,1700,8,,
140912,1800,23,,
140912,1900,28,,
140912,2000,57,,
140912,2100,127,,
140912,2200,149,,
140912,2300,118,,
140913,0,147,,
140913,100,179,,
140913,200,172,,
140913,300,36,,
140913,400,31,,
140913,500,36,,
140913,600,36,,
140913,700,76,,
140913,800,54,,
140913,900,9,,
140913,1000,11,,
140913,1100,9,,
140913,1200,9,,
140913,1300,8,,
140913,1400,6,,
140913,1500,5,,
140913,1600,9,,
140913,1700,17,,
140913,1800,21,,
140913,1900,28,,
140913,2000,28,,
140913,2100,35,,
140913,2200,61,,
140913,2300,37,,
140914,0,86,,
140914,100,88,,
140914,200,71,,
140914,300,43,,
140914,400,31,,
140914,500,39,,
140914,600,21,,
140914,700,19,,
140914,800,34,,
140914,900,26,,
140914,1000,19,,
140914,1100,20,,
140914,1200,29,,
140914,1300,20,,
140914,1400,17,,
140914,1500,12,,
140914,1600,11,,
140914,1700,10,,
140914,1800,18,,
140914,1900,36,,
140914,2000,42,,
140914,2100,114,,
140914,2200,146,,
140914,2300,125,,
140915,0,93,,
140915,100,103,,
140915,200,78,,
140915,300,40,,
140915,400,38,,
140915,500,22,,
140915,600,34,,
140915,700,60,,
140915,800,47,,
140915,900,57,,
140915,1000,20,,
140915,1100,23,,
140915,1200,12,,
140915,1300,16,,
140915,1400,11,,
140915,1500,11,,
140915,1600,12,,
140915,1700,21,,
140915,1800,38,,
140915,1900,34,,
140915,2000,43,,
140915,2100,43,,
140915,2200,28,,
140915,2300,22,,
140916,0,9,,
140916,100,6,,
140916,200,4,,
140916,300,6,,
140916,400,4,,
140916,500,6,,
140916,600,11,,
140916,700,15,,
140916,800,22,,
140916,900,24,,
140916,1000,18,,
140916,1100,12,,
140916,1200,8,,
140916,1300,5,,
140916,1400,8,,
140916,1500,4,,
140916,1600,4,,
140916,1700,6,,
140916,1800,11,,
140916,1900,52,,
140916,2000,64,,
140916,2100,93,,
140916,2200,140,,
140916,2300,143,,
140917,0,96,,
140917,100,79,,
140917,200,62,,
140917,300,81,,
140917,400,40,,
140917,500,15,,
140917,600,68,,
140917,700,141,,
140917,800,105,,
140917,900,17,,
140917,1000,17,,
140917,1100,10,,
140917,1200,9,,
140917,1300,6,,
140917,1400,4,,
140917,1500,8,,
140917,1600,6,,
140917,1700,9,,
140917,1800,17,,
140917,1900,34,,
140917,2000,47,,
140917,2100,65,,
140917,2200,47,,
140917,2300,38,,
140918,0,12,,
140918,100,11,,
140918,200,4,,
140918,300,4,,
140918,400,5,,
140918,500,4,,
140918,600,4,,
140918,700,4,,
140918,800,6,,
140918,900,15,,
140918,1000,26,,
140918,1100,14,,
140918,1200,11,,
140918,1300,16,,
140918,1400,19,,
140918,1500,35,,
140918,1600,22,,
140918,1700,53,,
140918,1800,41,,
140918,1900,53,,
140918,2000,53,,
140918,2100,31,,
140918,2200,11,,
140918,2300,16,,
140919,0,16,,
140919,100,4,,
140919,200,7,,
140919,300,6,,
140919,400,4,,
140919,500,4,,
140919,600,4,,
140919,700,7,,
140919,800,8,,
140919,900,15,,
140919,1000,27,,
140919,1100,50,,
140919,1200,51,,
140919,1300,28,,
140919,1400,13,,
140919,1500,32,,
140919,1600,38,,
140919,1700,39,,
140919,1800,118,,
140919,1900,135,,
140919,2000,153,,
140919,2100,119,,
140919,2200,88,,
140919,2300,62,,
140920,0,35,,
140920,100,24,,
140920,200,19,,
140920,300,8,,
140920,400,9,,
140920,500,11,,
140920,600,9,,
140920,700,11,,
140920,800,17,,
140920,900,16,,
140920,1000,14,,
140920,1100,20,,
140920,1200,35,,
140920,1300,16,,
140920,1400,14,,
140920,1500,14,,
140920,1600,17,,
140920,1700,24,,
140920,1800,30,,
140920,1900,55,,
140920,2000,40,,
140920,2100,24,,
140920,2200,21,,
140920,2300,9,,
140921,0,12,,
140921,100,4,,
140921,200,13,,
140921,300,4,,
140921,400,4,,
140921,500,4,,
140921,600,4,,
140921,700,5,,
140921,800,12,,
140921,900,18,,
140921,1000,20,,
140921,1100,16,,
140921,1200,13,,
140921,1300,9,,
140921,1400,15,,
140921,1500,11,,
140921,1600,12,,
140921,1700,17,,
140921,1800,18,,
140921,1900,35,,
140921,2000,35,,
140921,2100,39,,
140921,2200,21,,
140921,2300,21,,
140922,0,13,,
140922,100,13,,
140922,200,15,,
140922,300,4,,
140922,400,4,,
140922,500,6,,
140922,600,16,,
140922,700,21,,
140922,800,21,,
140922,900,16,,
140922,1000,28,,
140922,1100,29,,
140922,1200,12,,
140922,1300,12,,
140922,1400,9,,
140922,1500,11,,
140922,1600,,,8.43999
140922,1700,16,,
140922,1800,41,,
140922,1900,66,,
140922,2000,64,,
140922,2100,33,,
140922,2200,16,,
140922,2300,16,,
140923,0,4,,
140923,100,6,,
140923,200,6,,
140923,300,4,,
140923,400,5,,
140923,500,4,,
140923,600,8,,
140923,700,7,,
140923,800,11,,
140923,900,18,,
140923,1000,28,,
140923,1100,37,,
140923,1200,23,,
140923,1300,24,,
140923,1400,18,,
140923,1500,16,,
140923,1600,18,,
140923,1700,19,,
140923,1800,34,,
140923,1900,79,,
140923,2000,229,,
140923,2100,80,,
140923,2200,48,,
140923,2300,23,,
140924,0,20,,
140924,100,15,,
140924,200,10,,
140924,300,7,,
140924,400,6,,
140924,500,12,,
140924,600,16,,
140924,700,13,,
140924,800,19,,
140924,900,21,,
140924,1000,21,,
140924,1100,19,,
140924,1200,28,,
140924,1300,15,,
140924,1400,8,,
140924,1500,16,,
140924,1600,16,,
140924,1700,19,,
140924,1800,22,,
140924,1900,26,,
140924,2000,20,,
140924,2100,18,,
140924,2200,23,,
140924,2300,28,,
140925,0,22,,
140925,100,53,,
140925,200,46,,
140925,300,28,,
140925,400,20,,
140925,500,16,,
140925,600,51,,
140925,700,48,,
140925,800,43,,
140925,900,18,,
140925,1000,14,,
140925,1100,7,,
140925,1200,13,,
140925,1300,8,,
140925,1400,13,,
140925,1500,8,,
140925,1600,9,,
140925,1700,14,,
140925,1800,31,,
140925,1900,72,,
140925,2000,61,,
140925,2100,85,,
140925,2200,60,,
140925,2300,46,,
140926,0,26,,
140926,100,18,,
140926,200,16,,
140926,300,20,,
140926,400,15,,
140926,500,12,,
140926,600,37,,
140926,700,71,,
140926,800,31,,
140926,900,28,,
140926,1000,6,,
140926,1100,4,,
140926,1200,4,,
140926,1300,4,,
140926,1400,4,,
140926,1500,4,,
140926,1600,4,,
140926,1700,16,,
140926,1800,25,,
140926,1900,50,,
140926,2000,42,,
140926,2100,40,,
140926,2200,64,,
140926,2300,114,,
140927,0,41,,
140927,100,19,,
140927,200,19,,
140927,300,15,,
140927,400,10,,
140927,500,8,,
140927,600,14,,
140927,700,4,,
140927,800,6,,
140927,900,10,,
140927,1000,14,,
140927,1100,16,,
140927,1200,20,,
140927,1300,22,,
140927,1400,33,,
140927,1500,34,,
140927,1600,33,,
140927,1700,30,,
140927,1800,35,,
140927,1900,26,,
140927,2000,24,,
140927,2100,17,,
140927,2200,13,,
140927,2300,15,,
140928,0,7,,
140928,100,4,,
140928,200,4,,
140928,300,4,,
140928,400,4,,
140928,500,4,,
140928,600,4,,
140928,700,7,,
140928,800,8,,
140928,900,7,,
140928,1000,11,,
140928,1100,7,,
140928,1200,11,,
140928,1300,8,,
140928,1400,7,,
140928,1500,6,,
140928,1600,4,,
140928,1700,8,,
140928,1800,17,,
140928,1900,20,,
140928,2000,25,,
140928,2100,25,,
140928,2200,17,,
140928,2300,19,,
140929,0,11,,
140929,100,12,,
140929,200,16,,
140929,300,14,,
140929,400,15,,
140929,500,12,,
140929,600,17,,
140929,700,16,,
140929,800,16,,
140929,900,8,,
140929,1000,8,,
140929,1100,6,,
140929,1200,12,,
140929,1300,7,,
140929,1400,9,,
140929,1500,12,,
140929,1600,9,,
140929,1700,16,,
140929,1800,25,,
140929,1900,138,,
140929,2000,154,,
140929,2100,60,,
140929,2200,88,,
140929,2300,30,,
140930,0,20,,
140930,100,14,,
140930,200,22,,
140930,300,21,,
140930,400,9,,
140930,500,10,,
140930,600,34,,
140930,700,33,,
140930,800,23,,
140930,900,14,,
140930,1000,6,,
140930,1100,6,,
140930,1200,6,,
140930,1300,4,,
140930,1400,4,,
140930,1500,4,,
140930,1600,4,,
140930,1700,4,,
140930,1800,4,,
140930,1900,38,,
140930,2000,24,,
140930,2100,46,,
140930,2200,49,,
140930,2300,58,,
141001,0,91,,
141001,100,79,,
141001,200,54,,
141001,300,40,,
141001,400,25,,
141001,500,35,,
141001,600,59,,
141001,700,33,,
141001,800,41,,
141001,900,43,,
141001,1000,45,,
141001,1100,33,,
141001,1200,38,,
141001,1300,35,,
141001,1400,26,,
141001,1500,26,,
141001,1600,17,,
141001,1700,22,,
141001,1800,24,,
141001,1900,48,,
141001,2000,36,,
141001,2100,37,,
141001,2200,51,,
141001,2300,87,,
141002,0,89,,
141002,100,37,,
141002,200,41,,
141002,300,43,,
141002,400,13,,
141002,500,18,,
141002,600,78,,
141002,700,51,,
141002,800,25,,
141002,900,18,,
141002,1000,16,,
141002,1100,20,,
141002,1200,16,,
141002,1300,10,,
141002,1400,11,,
141002,1500,13,,
141002,1600,12,,
141002,1700,11,,
141002,1800,13,,
141002,1900,18,,
141002,2000,17,,
141002,2100,29,,
141002,2200,38,,
141002,2300,17,,
141003,0,19,,
141003,100,12,,
141003,200,7,,
141003,300,7,,
141003,400,7,,
141003,500,5,,
141003,600,8,,
141003,700,10,,
141003,800,17,,
141003,900,14,,
141003,1000,15,,
141003,1100,18,,
141003,1200,11,,
141003,1300,10,,
141003,1400,8,,
141003,1500,7,,
141003,1600,7,,
141003,1700,8,,
141003,1800,10,,
141003,1900,33,,
141003,2000,53,,
141003,2100,69,,
141003,2200,30,,
141003,2300,23,,
141004,0,20,,
141004,100,5,,
141004,200,9,,
141004,300,8,,
141004,400,12,,
141004,500,8,,
141004,600,11,,
141004,700,14,,
141004,800,13,,
141004,900,14,,
141004,1000,28,,
141004,1100,14,,
141004,1200,9,,
141004,1300,30,,
141004,1400,20,,
141004,1500,19,,
141004,1600,17,,
141004,1700,24,,
141004,1800,28,,
141004,1900,32,,
141004,2000,27,,
141004,2100,45,,
141004,2200,65,,
141004,2300,48,,
141005,0,17,,
141005,100,9,,
141005,200,16,,
141005,300,15,,
141005,400,8,,
141005,500,9,,
141005,600,9,,
141005,700,11,,
141005,800,13,,
141005,900,17,,
141005,1000,16,,
141005,1100,17,,
141005,1200,15,,
141005,1300,11,,
141005,1400,10,,
141005,1500,10,,
141005,1600,19,,
141005,1700,17,,
141005,1800,17,,
141005,1900,34,,
141005,2000,89,,
141005,2100,189,,
141005,2200,261,,
141005,2300,304,,
141006,0,317,,
141006,100,216,,
141006,200,224,,
141006,300,136,,
141006,400,59,,
141006,500,21,,
141006,600,53,,
141006,700,21,,
141006,800,7,,
141006,900,5,,
141006,1000,6,,
141006,1100,6,,
141006,1200,6,,
141006,1300,4,,
141006,1400,4,,
141006,1500,7,,
141006,1600,5,,
141006,1700,11,,
141006,1800,7,,
141006,1900,50,,
141006,2000,49,,
141006,2100,40,,
141006,2200,23,,
141006,2300,15,,
141007,0,12,,
141007,100,8,,
141007,200,7,,
141007,300,8,,
141007,400,4,,
141007,500,4,,
141007,600,11,,
141007,700,11,,
141007,800,18,,
141007,900,14,,
141007,1000,12,,
141007,1100,10,,
141007,1200,6,,
141007,1300,8,,
141007,1400,8,,
141007,1500,7,,
141007,1600,7,,
141007,1700,7,,
141007,1800,6,,
141007,1900,19,,
141007,2000,50,,
141007,2100,68,,
141007,2200,39,,
141007,2300,59,,
141008,0,34,,
141008,100,19,,
141008,200,17,,
141008,300,8,,
141008,400,16,,
141008,500,25,,
141008,600,61,,
141008,700,47,,
141008,800,35,,
141008,900,20,,
141008,1000,8,,
141008,1100,8,,
141008,1200,9,,
141008,1300,10,,
141008,1400,13,,
141008,1500,18,,
141008,1600,19,,
141008,1700,37,,
141008,1800,14,,
141008,1900,53,,
141008,2000,63,,
141008,2100,64,,
141008,2200,84,,
141008,2300,63,,
141009,0,15,,
141009,100,27,,
141009,200,17,,
141009,300,14,,
141009,400,9,,
141009,500,22,,
141009,600,37,,
141009,700,39,,
141009,800,,,1000
141009,900,15,,
141009,1000,6,,
141009,1100,4,,
141009,1200,4,,
141009,1300,14,,
141009,1400,13,,
141009,1500,10,,
141009,1600,6,,
141009,1700,6,,
141009,1800,16,,
141009,1900,49,,
141009,2000,68,,
141009,2100,117,,
141009,2200,137,,
141009,2300,241,,
141010,0,135,,
141010,100,110,,
141010,200,41,,
141010,300,37,,
141010,400,31,,
141010,500,44,,
141010,600,134,,
141010,700,45,,
141010,800,18,,
141010,900,4,,
141010,1000,9,,
141010,1100,8,,
141010,1200,5,,
141010,1300,4,,
141010,1400,5,,
141010,1500,4,,
141010,1600,5,,
141010,1700,4,,
141010,1800,16,,
141010,1900,40,,
141010,2000,62,,
141010,2100,66,,
141010,2200,67,,
141010,2300,70,,
141011,0,49,,
141011,100,32,,
141011,200,8,,
141011,300,5,,
141011,400,7,,
141011,500,13,,
141011,600,17,,
141011,700,17,,
141011,800,13,,
141011,900,10,,
141011,1000,6,,
141011,1100,5,,
141011,1200,4,,
141011,1300,4,,
141011,1400,5,,
141011,1500,7,,
141011,1600,7,,
141011,1700,6,,
141011,1800,13,,
141011,1900,39,,
141011,2000,45,,
141011,2100,53,,
141011,2200,61,,
141011,2300,67,,
141012,0,46,,
141012,100,37,,
141012,200,24,,
141012,300,67,,
141012,400,32,,
141012,500,14,,
141012,600,22,,
141012,700,18,,
141012,800,15,,
141012,900,9,,
141012,1000,7,,
141012,1100,5,,
141012,1200,4,,
141012,1300,4,,
141012,1400,4,,
141012,1500,4,,
141012,1600,4,,
141012,1700,4,,
141012,1800,7,,
141012,1900,32,,
141012,2000,35,,
141012,2100,77,,
141012,2200,80,,
141012,2300,108,,
141013,0,115,,
141013,100,100,,
141013,200,94,,
141013,300,82,,
141013,400,63,,
141013,500,57,,
141013,600,71,,
141013,700,48,,
141013,800,30,,
141013,900,9,,
141013,1000,5,,
141013,1100,4,,
141013,1200,4,,
141013,1300,4,,
141013,1400,4,,
141013,1500,4,,
141013,1600,4,,
141013,1700,8,,
141013,1800,10,,
141013,1900,32,,
141013,2000,34,,
141013,2100,66,,
141013,2200,87,,
141013,2300,87,,
141014,0,63,,
141014,100,34,,
141014,200,18,,
141014,300,14,,
141014,400,12,,
141014,500,20,,
141014,600,49,,
141014,700,41,,
141014,800,28,,
141014,900,7,,
141014,1000,6,,
141014,1100,11,,
141014,1200,11,,
141014,1300,8,,
141014,1400,9,,
141014,1500,5,,
141014,1600,4,,
141014,1700,7,,
141014,1800,15,,
141014,1900,22,,
141014,2000,16,,
141014,2100,35,,
141014,2200,28,,
141014,2300,15,,
141015,0,25,,
141015,100,15,,
141015,200,9,,
141015,300,6,,
141015,400,8,,
141015,500,14,,
141015,600,37,,
141015,700,42,,
141015,800,35,,
141015,900,32,,
141015,1000,22,,
141015,1100,21,,
141015,1200,9,,
141015,1300,6,,
141015,1400,17,,
141015,1500,9,,
141015,1600,6,,
141015,1700,13,,
141015,1800,13,,
141015,1900,28,,
141015,2000,32,,
141015,2100,16,,
141015,2200,10,,
141015,2300,9,,
141016,0,7,,
141016,100,11,,
141016,200,10,,
141016,300,9,,
141016,400,12,,
141016,500,8,,
141016,600,16,,
141016,700,16,,
141016,800,22,,
141016,900,15,,
141016,1000,12,,
141016,1100,8,,
141016,1200,10,,
141016,1300,8,,
141016,1400,7,,
141016,1500,5,,
141016,1600,4,,
141016,1700,6,,
141016,1800,7,,
141016,1900,11,,
141016,2000,22,,
141016,2100,26,,
141016,2200,48,,
141016,2300,18,,
141017,0,10,,
141017,100,10,,
141017,200,7,,
141017,300,4,,
141017,400,4,,
141017,500,9,,
141017,600,13,,
141017,700,15,,
141017,800,25,,
141017,900,19,,
141017,1000,21,,
141017,1100,14,,
141017,1200,13,,
141017,1300,30,,
141017,1400,13,,
141017,1500,14,,
141017,1600,19,,
141017,1700,16,,
141017,1800,18,,
141017,1900,14,,
141017,2000,20,,
141017,2100,14,,
141017,2200,17,,
141017,2300,11,,
141018,0,10,,
141018,100,9,,
141018,200,6,,
141018,300,8,,
141018,400,5,,
141018,500,4,,
141018,600,7,,
141018,700,14,,
141018,800,15,,
141018,900,10,,
141018,1000,10,,
141018,1100,14,,
141018,1200,14,,
141018,1300,11,,
141018,1400,8,,
141018,1500,7,,
141018,1600,9,,
141018,1700,11,,
141018,1800,8,,
141018,1900,45,,
141018,2000,132,,
141018,2100,253,,
141018,2200,173,,
141018,2300,191,,
141019,0,68,,
141019,100,90,,
141019,200,37,,
141019,300,23,,
141019,400,20,,
141019,500,9,,
141019,600,13,,
141019,700,15,,
141019,800,24,,
141019,900,20,,
141019,1000,10,,
141019,1100,21,,
141019,1200,9,,
141019,1300,8,,
141019,1400,9,,
141019,1500,10,,
141019,1600,7,,
141019,1700,18,,
141019,1800,37,,
141019,1900,38,,
141019,2000,33,,
141019,2100,29,,
141019,2200,19,,
141019,2300,15,,
141020,0,15,,
141020,100,8,,
141020,200,5,,
141020,300,5,,
141020,400,4,,
141020,500,4,,
141020,600,4,,
141020,700,8,,
141020,800,19,,
141020,900,10,,
141020,1000,14,,
141020,1100,11,,
141020,1200,10,,
141020,1300,6,,
141020,1400,4,,
141020,1500,4,,
141020,1600,4,,
141020,1700,8,,
141020,1800,14,,
141020,1900,21,,
141020,2000,11,,
141020,2100,12,,
141020,2200,13,,
141020,2300,17,,
141021,0,28,,
141021,100,34,,
141021,200,17,,
141021,300,4,,
141021,400,8,,
141021,500,9,,
141021,600,11,,
141021,700,8,,
141021,800,5,,
141021,900,4,,
141021,1000,5,,
141021,1100,4,,
141021,1200,4,,
141021,1300,4,,
141021,1400,4,,
141021,1500,4,,
141021,1600,4,,
141021,1700,5,,
141021,1800,5,,
141021,1900,6,,
141021,2000,8,,
141021,2100,7,,
141021,2200,4,,
141021,2300,4,,
141022,0,4,,
141022,100,4,,
141022,200,4,,
141022,300,4,,
141022,400,4,,
141022,500,4,,
141022,600,15,,
141022,700,8,,
141022,800,14,,
141022,900,14,,
141022,1000,11,,
141022,1100,6,,
141022,1200,4,,
141022,1300,4,,
141022,1400,4,,
141022,1500,4,,
141022,1600,4,,
141022,1700,4,,
141022,1800,10,,
141022,1900,9,,
141022,2000,17,,
141022,2100,22,,
141022,2200,14,,
141022,2300,12,,
141023,0,13,,
141023,100,10,,
141023,200,7,,
141023,300,6,,
141023,400,4,,
141023,500,4,,
141023,600,52,,
141023,700,12,,
141023,800,11,,
141023,900,9,,
141023,1000,8,,
141023,1100,9,,
141023,1200,7,,
141023,1300,4,,
141023,1400,4,,
141023,1500,4,,
141023,1600,4,,
141023,1700,4,,
141023,1800,9,,
141023,1900,16,,
141023,2000,21,,
141023,2100,17,,
141023,2200,15,,
141023,2300,13,,
141024,0,13,,
141024,100,11,,
141024,200,7,,
141024,300,5,,
141024,400,10,,
141024,500,13,,
141024,600,25,,
141024,700,35,,
141024,800,16,,
141024,900,10,,
141024,1000,9,,
141024,1100,6,,
141024,1200,9,,
141024,1300,7,,
141024,1400,4,,
141024,1500,7,,
141024,1600,8,,
141024,1700,8,,
141024,1800,11,,
141024,1900,17,,
141024,2000,17,,
141024,2100,18,,
141024,2200,13,,
141024,2300,10,,
141025,0,13,,
141025,100,9,,
141025,200,9,,
141025,300,13,,
141025,400,8,,
141025,500,7,,
141025,600,9,,
141025,700,14,,
141025,800,49,,
141025,900,19,,
141025,1000,11,,
141025,1100,13,,
141025,1200,11,,
141025,1300,9,,
141025,1400,7,,
141025,1500,5,,
141025,1600,4,,
141025,1700,4,,
141025,1800,7,,
141025,1900,11,,
141025,2000,24,,
141025,2100,18,,
141025,2200,23,,
141025,2300,7,,
141026,0,7,,
141026,100,4,,
141026,200,4,,
141026,300,4,,
141026,400,4,,
141026,500,4,,
141026,600,4,,
141026,700,4,,
141026,800,4,,
141026,900,4,,
141026,1000,5,,
141026,1100,6,,
141026,1200,4,,
141026,1300,5,,
141026,1400,4,,
141026,1500,4,,
141026,1600,4,,
141026,1700,4,,
141026,1800,4,,
141026,1900,16,,
141026,2000,10,,
141026,2100,15,,
141026,2200,9,,
141026,2300,4,,
141027,0,4,,
141027,100,4,,
141027,200,4,,
141027,300,4,,
141027,400,10,,
141027,500,26,,
141027,600,16,,
141027,700,14,,
141027,800,18,,
141027,900,11,,
141027,1000,20,,
141027,1100,11,,
141027,1200,8,,
141027,1300,6,,
141027,1400,12,,
141027,1500,14,,
141027,1600,13,,
141027,1700,14,,
141027,1800,16,,
141027,1900,19,,
141027,2000,14,,
141027,2100,22,,
141027,2200,13,,
141027,2300,9,,
141028,0,13,,
141028,100,12,,
141028,200,9,,
141028,300,10,,
141028,400,10,,
141028,500,12,,
141028,600,17,,
141028,700,24,,
141028,800,23,,
141028,900,19,,
141028,1000,16,,
141028,1100,,,1000
141028,1200,14,,
141028,1300,9,,
141028,1400,5,,
141028,1500,4,,
141028,1600,4,,
141028,1700,8,,
141028,1800,10,,
141028,1900,12,,
141028,2000,13,,
141028,2100,9,,
141028,2200,6,,
141028,2300,5,,
141029,0,4,,
141029,100,5,,
141029,200,4,,
141029,300,4,,
141029,400,4,,
141029,500,5,,
141029,600,9,,
141029,700,9,,
141029,800,11,,
141029,900,10,,
141029,1000,11,,
141029,1100,18,,
141029,1200,9,,
141029,1300,9,,
141029,1400,7,,
141029,1500,8,,
141029,1600,8,,
141029,1700,8,,
141029,1800,17,,
141029,1900,23,,
141029,2000,24,,
141029,2100,13,,
141029,2200,8,,
141029,2300,5,,
141030,0,5,,
141030,100,4,,
141030,200,5,,
141030,300,5,,
141030,400,5,,
141030,500,4,,
141030,600,29,,
141030,700,18,,
141030,800,16,,
141030,900,17,,
141030,1000,6,,
141030,1100,4,,
141030,1200,7,,
141030,1300,9,,
141030,1400,6,,
141030,1500,11,,
141030,1600,8,,
141030,1700,8,,
141030,1800,11,,
141030,1900,26,,
141030,2000,53,,
141030,2100,70,,
141030,2200,138,,
141030,2300,81,,
141031,0,78,,
141031,100,58,,
141031,200,44,,
141031,300,21,,
141031,400,11,,
141031,500,11,,
141031,600,17,,
141031,700,17,,
141031,800,9,,
141031,900,9,,
141031,1000,5,,
141031,1100,6,,
141031,1200,5,,
141031,1300,4,,
141031,1400,4,,
141031,1500,4,,
141031,1600,4,,
141031,1700,8,,
141031,1800,36,,
141031,1900,39,,
141031,2000,44,,
141031,2100,47,,
141031,2200,54,,
141031,2300,49,,
141101,0,16.34,,
141101,100,16.34,,
141101,200,16.97,,
141101,300,7.48399,,
141101,400,5.839,,
141101,500,6.424,,
141101,600,9.34998,,
141101,700,8.75998,,
141101,800,6.433,,
141101,900,4,,
141101,1000,4,,
141101,1100,4,,
141101,1200,4,,
141101,1300,4,,
141101,1400,4,,
141101,1500,4,,
141101,1600,4.681,,
141101,1700,6.423,,
141101,1800,6.53999,,
141101,1900,19.26,,
141101,2000,37.62,,
141101,2100,31.37,,
141101,2200,46.8,,
141101,2300,58.4,,
141102,0,81.8999,,
141102,100,23.94,,
141102,200,20.44,,
141102,300,16.35,,
141102,400,21.61,,
141102,500,17.61,,
141102,600,5.236,,
141102,700,14.19,,
141102,800,13.1,,
141102,900,14.66,,
141102,1000,5.839,,
141102,1100,7.589,,
141102,1200,7.589,,
141102,1300,8.14998,,
141102,1400,8.75998,,
141102,1500,11.09,,
141102,1600,11.09,,
141102,1700,16.07,,
141102,1800,16.5,,
141102,1900,31.42,,
141102,2000,26.28,,
141102,2100,21.61,,
141102,2200,28.33,,
141102,2300,37.35,,
141103,0,14.8,,
141103,100,16.74,,
141103,200,13.43,,
141103,300,4,,
141103,400,5.92599,,
141103,500,5.80299,,
141103,600,14.01,,
141103,700,13.43,,
141103,800,18.11,,
141103,900,14.01,,
141103,1000,4.672,,
141103,1100,8.17998,,
141103,1200,7.59,,
141103,1300,12.82,,
141103,1400,11.16,,
141103,1500,7.599,,
141103,1600,7.015,,
141103,1700,6.421,,
141103,1800,8.17,,
141103,1900,14.01,,
141103,2000,55.24,,
141103,2100,75.9098,,
141103,2200,163.3,,
141103,2300,168.6,,
141104,0,116.7,,
141104,100,59.2,,
141104,200,35.04,,
141104,300,27.48,,
141104,400,28.62,,
141104,500,27.46,,
141104,600,35.62,,
141104,700,50.21,,
141104,800,59.15,,
141104,900,11.1,,
141104,1000,7.589,,
141104,1100,4,,
141104,1200,4,,
141104,1300,4,,
141104,1400,4,,
141104,1500,4,,
141104,1600,4,,
141104,1700,4,,
141104,1800,6.40199,,
141104,1900,17.52,,
141104,2000,20.44,,
141104,2100,28.03,,
141104,2200,21.61,,
141104,2300,23.27,,
141105,0,23.16,,
141105,100,19.48,,
141105,200,19.27,,
141105,300,8.17,,
141105,400,8.17998,,
141105,500,8.75998,,
141105,600,18.7,,
141105,700,14.6,,
141105,800,4.447,,
141105,900,9.34,,
141105,1000,7.599,,
141105,1100,5.254,,
141105,1200,4,,
141105,1300,4.086,,
141105,1400,4,,
141105,1500,4.09599,,
141105,1600,8.75,,
141105,1700,5.701,,
141105,1800,4,,
141105,1900,12.84,,
141105,2000,15.76,,
141105,2100,11.68,,
141105,2200,8.17,,
141105,2300,4.09599,,
141106,0,7.59,,
141106,100,5.255,,
141106,200,4,,
141106,300,8.79999,,
141106,400,4.671,,
141106,500,4,,
141106,600,6.63699,,
141106,700,9.68999,,
141106,800,21.17,,
141106,900,6.423,,
141106,1000,9.92,,
141106,1100,6.421,,
141106,1200,4.252,,
141106,1300,4,,
141106,1400,4,,
141106,1500,4,,
141106,1600,6.42999,,
141106,1700,5.75,,
141106,1800,5.264,,
141106,1900,11.81,,
141106,2000,9.34,,
141106,2100,7.015,,
141106,2200,5.06898,,
141106,2300,7.589,,
141107,0,8.78998,,
141107,100,4.281,,
141107,200,4.64,,
141107,300,4.73,,
141107,400,5.158,,
141107,500,5.799,,
141107,600,17.65,,
141107,700,18.09,,
141107,800,7.589,,
141107,900,5.05,,
141107,1000,5.867,,
141107,1100,4.68999,,
141107,1200,5.264,,
141107,1300,4,,
141107,1400,4,,
141107,1500,4,,
141107,1600,4,,
141107,1700,4,,
141107,1800,4,,
141107,1900,6.421,,
141107,2000,11.03,,
141107,2100,15.18,,
141107,2200,43.35,,
141107,2300,37.31,,
141108,0,31.52,,
141108,100,28.02,,
141108,200,20.27,,
141108,300,32.84,,
141108,400,17.52,,
141108,500,8.17,,
141108,600,17.52,,
141108,700,8.76999,,
141108,800,7.591,,
141108,900,4.311,,
141108,1000,4,,
141108,1100,4,,
141108,1200,4,,
141108,1300,4,,
